known_developer,known_publisher,multi_player,single_player,co-op,mmo,in_app_purchases,achievements,positive_ratings,average_playtime,median_playtime,price,owners,owners
0,0,0,1,0,0,0,24,0.01,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,1,0.5,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,33,0.63,0,0,5.19,0-20000,10000
0,0,0,1,0,0,0,100,0.84,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,83,0.75,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,0,0.17,0,0,5.79,0-20000,10000
0,0,0,1,0,0,0,5,0.83,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,15,0.99,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,6,0.56,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.58,0,0,5.79,0-20000,10000
0,0,0,1,0,0,0,0,0.48,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,8,0.4,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,1,0.69,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,0,0.33,0,0,4.99,0-20000,10000
0,0,0,1,0,0,0,100,0.88,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,10.29,0-20000,10000
0,0,0,1,0,0,0,7,0.99,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.8,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,52,0.76,0,0,15.49,0-20000,10000
0,0,0,1,0,0,0,0,0.6,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,100,0.83,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,19,0.94,0,0,10.29,0-20000,10000
0,0,0,1,0,0,0,100,0.86,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,15,0.86,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,24,0.9,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,51,0.75,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,0,0.78,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,96,0.8,0,0,17.99,0-20000,10000
0,0,0,1,0,0,0,28,0.27,0,0,15.49,0-20000,10000
0,0,0,1,0,0,0,38,0.86,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.38,0,0,7.49,0-20000,10000
0,0,0,1,0,0,0,0,0.67,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.25,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,10,0.25,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,5.79,0-20000,10000
0,0,0,1,0,0,0,0,0.38,0,0,0.79,0-20000,10000
0,0,1,0,0,0,0,0,0.33,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,11,0.8,0,0,0.99,0-20000,10000
0,0,0,1,0,0,0,20,0.97,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,1,0.33,0,0,4.99,0-20000,10000
0,0,0,1,0,0,0,1,0.99,0,0,4.99,0-20000,10000
0,0,0,1,0,0,0,0,0.88,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.5,0,0,8.29,0-20000,10000
0,0,0,1,0,0,0,0,0.64,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.07,0,0,10.29,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.84,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,15,0.2,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,8,0.63,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,1,0.99,0,0,1.99,0-20000,10000
0,0,0,1,0,0,0,0,0.33,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.85,0,0,7.99,0-20000,10000
0,0,0,1,0,0,0,0,0.6,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,11,0.33,0,0,3.19,0-20000,10000
0,0,0,1,0,0,0,10,0.67,0,0,3.19,0-20000,10000
0,0,0,1,1,0,0,10,0.99,0,0,3.19,0-20000,10000
0,0,0,1,0,0,0,10,0.96,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,0,0.63,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,13,0.95,75,75,1.69,20000-50000,35000
0,0,0,1,0,0,0,0,0.75,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.83,0,0,14.99,0-20000,10000
0,0,0,1,0,0,0,15,0.99,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.57,0,0,10.29,50000-100000,75000
0,0,1,1,0,0,0,0,0.99,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,100,0.97,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.58,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,15,0.4,0,0,1.69,0-20000,10000
1,1,0,1,1,0,0,0,0.7,1597,1827,37.99,100000-200000,150000
0,0,0,1,0,0,0,0,0.77,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,2,0.78,0,0,0.8,0-20000,10000
0,0,0,1,0,0,0,0,0.93,0,0,5.79,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,12,0.56,0,0,5.99,0-20000,10000
0,0,1,0,1,0,0,0,0.99,0,0,11.39,0-20000,10000
0,0,1,0,1,0,0,0,0.67,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,48,0.8,0,0,6.19,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,20,0.87,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.01,0,0,1.69,0-20000,10000
0,0,1,0,0,0,0,0,0.88,0,0,7.0,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,22,0.87,0,0,11.99,0-20000,10000
0,0,0,1,0,0,0,0,0.86,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,23,0.99,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,21,0.88,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,21,0.99,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,20,0.67,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,7,0.99,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,7.19,0-20000,10000
0,0,1,1,0,0,0,0,0.72,0,0,0.0,0-20000,10000
0,0,1,1,0,0,0,3,0.94,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.64,0,0,10.99,0-20000,10000
0,0,0,1,0,0,0,15,0.01,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.8,0,0,8.29,0-20000,10000
0,0,0,1,0,0,0,0,0.9,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.33,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,100,0.88,0,0,5.79,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,0,0.91,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,0,0.75,0,0,5.79,0-20000,10000
0,0,0,1,0,0,0,38,0.99,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.01,0,0,2.89,0-20000,10000
0,0,1,1,1,0,0,13,0.99,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,36,0.74,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.71,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,100,0.82,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,9,0.78,0,0,5.79,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,14,0.83,0,0,0.79,0-20000,10000
0,0,1,0,0,0,0,0,0.75,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,0,0.33,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,0,0.17,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,23,0.42,0,0,14.99,0-20000,10000
0,0,0,1,0,0,0,0,0.65,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,15,0.99,0,0,4.49,0-20000,10000
0,0,0,1,0,0,0,15,0.96,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,11.49,0-20000,10000
0,0,0,1,1,0,0,50,0.82,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,5,0.64,0,0,7.19,0-20000,10000
0,0,0,1,0,0,1,0,0.53,0,0,0.0,0-20000,10000
0,0,1,1,0,0,1,8,0.67,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,90,0.08,0,0,20.0,0-20000,10000
0,0,0,1,0,0,0,0,0.33,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,21,0.73,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,100,0.99,0,0,14.49,0-20000,10000
0,0,0,1,0,0,0,0,0.88,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,10,0.8,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,0,0.83,0,0,7.5,0-20000,10000
0,0,0,1,0,0,0,0,0.5,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,9,0.89,0,0,5.19,0-20000,10000
0,0,0,1,0,0,0,10,0.95,98,130,5.19,200000-500000,350000
0,0,0,1,0,0,0,0,0.99,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,18,0.4,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.01,0,0,2.26,0-20000,10000
0,0,0,1,0,0,0,10,0.72,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.58,0,0,7.99,0-20000,10000
0,0,0,1,0,0,0,10,0.86,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,11,0.99,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.8,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,0,0.81,0,0,0.0,0-20000,10000
0,0,1,1,0,0,0,29,0.74,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.84,0,0,0.0,20000-50000,35000
0,0,1,1,0,0,0,75,0.89,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,32,0.5,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,12,0.99,0,0,2.09,0-20000,10000
0,0,1,1,1,0,0,0,0.99,0,0,6.19,0-20000,10000
0,0,1,1,1,1,1,0,0.08,0,0,0.0,0-20000,10000
0,0,1,1,1,1,1,0,0.34,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.5,0,0,10.29,0-20000,10000
0,0,0,1,0,0,0,19,0.99,0,0,13.99,0-20000,10000
0,0,0,1,0,0,0,41,0.9,0,0,10.99,0-20000,10000
0,0,0,1,0,0,0,0,0.01,0,0,13.99,0-20000,10000
0,0,0,1,0,0,0,6,0.87,0,0,3.99,0-20000,10000
0,0,1,1,1,0,0,0,0.99,0,0,2.09,0-20000,10000
0,0,1,0,1,0,0,12,0.99,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,6,0.58,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,58,0.86,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,0,0.75,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.74,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,88,0.97,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,21,0.99,0,0,6.49,0-20000,10000
0,0,0,1,0,0,0,0,0.66,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.36,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,12,0.01,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,32,0.99,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,0,0.75,0,0,0.0,0-20000,10000
0,0,1,0,0,0,0,0,0.5,0,0,9.29,0-20000,10000
0,0,0,1,0,0,0,0,0.86,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.22,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,0,0.22,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,8,0.99,0,0,5.79,0-20000,10000
0,0,0,1,0,0,0,7,0.8,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.78,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,15.49,0-20000,10000
0,0,0,1,0,0,0,49,0.8,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,9,0.86,0,0,7.19,0-20000,10000
0,0,1,1,0,0,0,0,0.99,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.69,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,20,0.82,0,0,9.99,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.5,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,11,0.99,0,0,4.99,0-20000,10000
0,0,0,1,0,0,0,7,0.99,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,17,0.43,0,0,4.99,0-20000,10000
0,0,0,1,0,0,0,9,0.81,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,15,0.98,0,0,2.09,0-20000,10000
0,0,1,0,1,0,0,0,0.85,0,0,3.99,0-20000,10000
0,0,1,1,0,0,0,0,0.99,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,24,0.93,0,0,4.99,0-20000,10000
0,0,1,1,1,0,0,9,0.87,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,21,0.94,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,18,0.82,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,0,0.83,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,30,0.99,0,0,5.79,0-20000,10000
0,0,0,1,0,0,0,0,0.67,0,0,13.99,0-20000,10000
0,0,1,0,0,0,0,69,0.69,0,0,0.0,0-20000,10000
0,0,1,1,0,0,0,19,0.57,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,0,0.01,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.4,0,0,0.0,0-20000,10000
0,0,1,1,1,0,0,0,0.57,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,100,0.5,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,8,0.01,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,0,0.93,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,12,0.99,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,13,0.9,0,0,7.19,0-20000,10000
0,0,0,1,0,0,1,15,0.81,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,0,0.67,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,100,0.89,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,9,0.99,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,15,0.63,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,19,0.33,0,0,1.0,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,15,0.99,0,0,5.19,0-20000,10000
0,0,0,1,0,0,0,2,0.94,0,0,15.49,0-20000,10000
0,0,0,1,0,0,0,0,0.8,0,0,4.79,0-20000,10000
0,0,1,1,0,0,0,0,0.64,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.75,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.71,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,27,0.97,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,0,0.06,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,21,0.92,0,0,3.99,0-20000,10000
0,0,1,1,1,0,0,36,0.83,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.87,0,0,14.49,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,15.49,0-20000,10000
0,0,0,1,0,0,0,28,0.92,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,4,0.01,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,16,0.63,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.01,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,12,0.99,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,14,0.67,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,0,0.86,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,27,0.99,0,0,15.49,0-20000,10000
0,0,1,1,0,0,0,26,0.99,0,0,15.49,0-20000,10000
0,0,1,1,0,0,0,22,0.9,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,43,0.94,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,30,0.91,0,0,2.09,20000-50000,35000
0,0,0,1,0,0,0,97,0.33,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,9,0.99,0,0,6.19,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,1,0.99,0,0,6.19,0-20000,10000
0,0,1,1,1,0,0,10,0.99,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.67,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,19.49,0-20000,10000
0,0,0,1,0,0,0,0,0.63,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,14,0.33,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.67,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.33,0,0,2.09,0-20000,10000
0,0,1,1,0,0,0,27,0.99,0,0,2.5,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.58,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,8.29,0-20000,10000
0,0,0,1,0,0,0,0,0.01,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.01,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,9,0.83,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,0,0.01,0,0,12.39,0-20000,10000
0,0,1,0,1,0,0,7,0.79,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,3,0.5,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,16,0.72,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.92,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.64,0,0,11.39,0-20000,10000
0,0,0,1,0,0,1,11,0.29,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,10,0.86,0,0,1.0,20000-50000,35000
0,0,0,1,0,0,0,0,0.5,0,0,11.69,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,11.69,0-20000,10000
0,0,0,1,0,0,0,25,0.5,0,0,2.99,0-20000,10000
0,0,0,1,0,0,0,26,0.67,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.93,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,18,0.94,0,0,5.19,0-20000,10000
0,0,0,1,0,0,0,0,0.77,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,7,0.97,0,0,0.79,0-20000,10000
0,0,1,1,0,0,1,9,0.8,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,100,0.93,0,0,0.79,0-20000,10000
0,0,0,1,0,0,1,0,0.52,0,0,0.0,0-20000,10000
1,1,0,1,0,0,0,8,0.99,0,0,0.0,0-20000,10000
0,0,1,1,0,0,0,0,0.99,0,0,15.49,0-20000,10000
0,0,1,1,0,0,0,0,0.01,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,8,0.71,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.94,0,0,7.19,0-20000,10000
0,0,1,1,1,0,0,0,0.75,0,0,5.39,0-20000,10000
0,0,0,1,0,0,0,0,0.98,0,0,0.0,0-20000,10000
0,0,0,1,1,0,0,5,0.82,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.65,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.64,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,0,0.33,0,0,8.29,0-20000,10000
0,0,0,1,0,0,0,15,0.82,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,6,0.82,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.8,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.92,0,0,3.99,0-20000,10000
0,0,1,0,0,1,1,5,0.5,0,0,0.0,20000-50000,35000
0,0,0,1,0,0,0,24,0.33,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,18,0.27,0,0,6.19,0-20000,10000
0,0,0,1,0,0,0,1,0.99,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,9,0.95,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,16,0.8,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,18,0.01,0,0,13.49,0-20000,10000
0,0,0,1,0,0,0,8,0.99,0,0,0.79,0-20000,10000
0,0,1,0,0,0,0,0,0.5,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.65,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,5,0.88,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,0,0.56,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.01,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.67,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.69,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.91,0,0,2.09,0-20000,10000
1,1,1,1,1,0,1,0,0.4,106,83,0.0,200000-500000,350000
0,0,0,1,0,0,0,35,0.88,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,10,0.97,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.88,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,14,0.85,0,0,7.19,0-20000,10000
0,0,1,0,0,1,0,0,0.63,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,16,0.8,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,9,0.97,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,8,0.64,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,7,0.69,0,0,5.79,0-20000,10000
0,0,0,1,0,0,0,0,0.8,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.4,0,0,3.0,0-20000,10000
0,0,0,1,0,0,0,10,0.81,0,0,0.0,50000-100000,75000
0,0,0,1,0,0,0,10,0.99,0,0,0.79,0-20000,10000
0,0,1,0,0,1,0,0,0.99,0,0,0.79,0-20000,10000
0,0,0,1,1,0,0,0,0.5,0,0,2.09,0-20000,10000
0,0,1,1,0,0,0,0,0.01,0,0,3.99,0-20000,10000
0,0,1,1,0,0,0,10,0.75,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,13,0.88,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,6,0.99,0,0,10.29,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,6.19,0-20000,10000
0,0,0,1,0,0,0,40,0.33,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.64,0,0,10.29,0-20000,10000
0,0,0,1,0,0,0,0,0.96,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.01,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,0,0.4,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.99,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,7,0.92,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.01,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,9,0.8,0,0,5.79,0-20000,10000
0,0,1,1,0,0,0,13,0.75,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,82,0.01,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,0,0.7,0,0,0.0,0-20000,10000
0,0,0,1,0,0,1,6,0.83,0,0,0.0,50000-100000,75000
0,0,0,1,0,0,0,89,0.99,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.97,0,0,9.29,0-20000,10000
0,0,0,1,0,0,0,0,0.62,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,22,0.79,0,0,11.39,0-20000,10000
0,0,0,1,0,0,0,0,0.2,0,0,1.69,0-20000,10000
0,0,0,1,0,0,0,0,0.83,0,0,3.19,0-20000,10000
0,0,0,1,0,0,0,0,0.88,0,0,2.89,0-20000,10000
0,0,1,1,1,0,0,28,0.99,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,15,0.8,0,0,15.49,20000-50000,35000
0,0,0,1,0,0,0,0,0.91,0,0,10.29,0-20000,10000
0,0,0,1,0,0,0,0,0.25,0,0,15.49,0-20000,10000
0,0,0,1,0,0,0,53,0.01,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,0,0.59,0,0,2.89,0-20000,10000
0,0,0,1,0,0,0,0,0.75,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,11,0.9,0,0,3.99,0-20000,10000
0,0,1,1,0,0,0,12,0.87,0,0,5.19,0-20000,10000
0,0,0,1,0,0,0,0,0.83,0,0,0.79,0-20000,10000
0,0,0,1,0,0,0,0,0.01,0,0,2.09,0-20000,10000
0,0,0,1,0,0,0,24,0.97,0,0,7.19,0-20000,10000
0,0,0,1,0,0,0,38,0.5,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,0,0.46,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,50,0.14,0,0,4.79,0-20000,10000
0,0,0,1,0,0,0,0,0.83,85,164,2.89,20000-50000,35000
0,0,1,1,0,0,0,12,0.99,0,0,2.09,0-20000,10000
0,0,1,0,0,1,1,0,0.64,0,0,0.0,0-20000,10000
0,0,1,1,0,1,1,0,0.55,0,0,0.0,0-20000,10000
0,0,0,1,0,0,0,0,0.82,0,0,5.19,0-20000,10000
0,0,0,1,0,0,0,10,0.99,0,0,5.79,0-20000,10000
0,0,0,1,0,0,0,0,0.89,0,0,0.0,50000-100000,75000
0,0,0,1,0,0,0,0,0.99,0,0,3.99,0-20000,10000
0,0,0,1,0,0,0,15,0.63,0,0,7.99,0-20000,10000
